raw,processed,label
Rinso yang dikirim tidak sesuai pesanan (lihat foto) dan pesanan sunlight 3 yang dikirim molto 3; pesanan refil sabun cair lifebouy 2 buah juga tidak dikirim. Semua tanpa konfirmasi ke pembeli lebih dulu. Pelayanan tidak teliti padahal sekelas official store.,rinso yang kirim tidak sesuai pesan lihat foto dan pesan sunlight yang kirim molto pesan refil sabun cair lifebouy buah juga tidak kirim semua tanpa konfirmasi ke beli lebih dulu layan tidak teliti padahal kelas official store,0
Ada beberapa kaleng yg penyok,ada beberapa kaleng yang penyok,0
Tutupnya kebuka jadi tumpah sebagian,tutup buka jadi tumpah bagi,0
barangnya oke semua tapi pengirimanya tumben lama biasanya cepet,barang oke semua tapi pengirimanya tumben lama biasa cepat,0
Tumpahh tumpahhh packing seadanyaaa,tumpahh tumpah packing ada,0
Duh dr 6 botol cm 1 botol yg gak penyok..kalo penyok msh oke gak sih buat diminum? ,aduh dari botol cuma botol yang enggak penyok jika penyok masih oke enggak sih buat minum,0
saat bubblewrap dibuka; cairan rembes.... ,saat bubblewrap buka cair rembes,0
barang oke..tapi proses ke pengiriman lama sekali...kedepan mohon diperhatikan proses pengirimanannya,barang oke tapi proses ke kirim lama sekali depan mohon perhati proses pengirimanannya,0
Paketnya kenapa banyak sobekan di kardusnya? Saya tidak perlu gunting untuk membuka kardus karena sudah terbuka; bagus paketnya masih ada di dalam. ,paket kenapa banyak sobek di kardus saya tidak perlu gunting untuk buka kardus karena sudah buka bagus paket masih ada di dalam,0
request 3 varian yg beda; eh dikirim yg capuchino semua.. yah..,request varian yang beda eh kirim yang capuchino semua ya,0
Dari 3 bungkus ada satu yang bocor. Biasanya beli ga pernah kyk begini deh selalu kondisi barang bagus. ,dari bungkus ada satu yang bocor biasa beli tidak pernah kayak begini deh selalu kondisi barang bagus,0
Tutup traynya patah jd gak bisa ditutup 😔,tutup traynya patah jadi enggak bisa tutup,0
Tiba terlambat 1 hari dari estimasi terlama. Kurir: Si Cepat.,tiba lambat hari dari estimasi lama kurir sih cepat,0
Tdk sesuai gambar,tidak sesuai gambar,0
Cepet sampe. Tapi tutupnya kebuka pas sampe. Untung ga tumpah banyak.,cepat sampai tapi tutup buka pas sampai untung tidak tumpah banyak,0
Dikirimnya honey star. Bukan milo. Ngajuin komplain; tapi ngirim balik ke sana nya lagi kudu keluar rumah. Yaudahlah..,kirim honey star bukan milo aju komplain tapi kirim balik ke sana nya lagi harus keluar rumah yaudahlah,0
Pesan combo paket isi 2 sebanyak 2paket;yg pertama dateng cuma isi 2;setelah komplain cuma dikirim 1pcs. Respon adminnya jg sangat lama. Tolong diperbaiki lagi untuk bagian operasionalnya,pesan combo paket isi banyak paket yang pertama datang cuma isi telah komplain cuma kirim pcs respon adminnya juga sangat lama tolong baik lagi untuk bagi operasional,0
Bener sesuai dengan review org2 secara packaging pentok padahal udh dibuble warp ga tau apa emang dikasi product yg ga lulus QC atau gmn.cuma bisa jd konsumsi probadi ga recommend dipakai buat jualan. Exp masih lama ampe Des 2022,benar sesuai dengan review orang cara packaging pentok padahal udah dibuble warp tidak tahu apa memang kasi product yang tidak lulus qc atau gimana cuma bisa jadi konsumsi probadi tidak recommend pakai buat jual exp masih lama sampai des,0
Bocor lumayan pas diterima barangnya; packingnya kurang rapih.,bocor lumayan pas terima barang packingnya kurang rapi,0
Sabun sama minuman dicampur pengemasan nya,sabun sama minum campur emas nya,0
Barang sih oke; packing oke;; tapi pengiriman lambat sekali; di status udah nunggu pickup tapi sampe 5 hari status pengiriman gak jalan2; sampe di chat dulu baru dikirim,barang sih oke packing oke tapi kirim lambat sekali di status sudah tunggu pickup tapi sampai hari status kirim enggak jalan sampai di chat dulu baru kirim,0
HATI HATI beli produk ini!! isi shampoo sudah berkurang banyak.!! penjual tidak mengakui dengan banyak alasan memberi ruang. masa memberi ruang sebanyak itu!!!  penjual mau ganti tapi yg ini dikirim dulu. masa saya harus keluar uang lagi untuk kirim!!! tidak profesional banget!!!   ,hati hati beli produk ini isi shampoo sudah kurang banyak jual tidak aku dengan banyak alas beri ruang masa beri ruang banyak itu jual mau ganti tapi yang ini kirim dulu masa saya harus keluar uang lagi untuk kirim tidak profesional banget,0
Barang asli; sayang proses dari admin + pengiriman cukup lama,barang asli sayang proses dari admin kirim cukup lama,0
biasa aja ga murah2 banget. paketan jg kena ongkir 20rb. not good at all.,biasa saja tidak murah banget paket juga kena ongkos kirim ribu belum good at all,0
kecewa; barang tidak dikirim. Beli 3 produk unilever; yg dikirim cuma 2. Produk ponds ini yg tidak dikirimkan. Komplain; malah diminta vid unboxing. Nyesel komplain; di ikhlasin aja buat tokonya. ,kecewa barang tidak kirim beli produk unilever yang kirim cuma produk ponds ini yang tidak kirim komplain bahkan minta vid unboxing sesal komplain di ikhlasin saja buat toko,0
unilever official tukang tipu...pesan shampoo di kirimnya tas...hrg tas gak seharga pesanan saya lagi..tas abal2 dikirim...,unilever official tukang tipu pesan shampoo di kirim tas hrg tas enggak harga pesan saya lagi tas abal kirim,0
pesan putih; yang dateng merah,pesan putih yang datang merah,0
agak lambat dalam proses pengirimannya. utk next nya mohon diperhatikan lgi tenggat waktu pengirimannya,agak lambat dalam proses kirim untuk lanjut nya mohon perhati lagi tenggat waktu kirim,0
pengiriman lambat bgt ,kirim lambat banget,0
pengirimannya lama; minta yg lemon dikirim yg merah semua; pdhl sdh confirm,kirim lama minta yang lemon kirim yang merah semua padahal sudah confirm,0
saya sdh tdk sabaran utk memberi ulasan.sy bli 6 kaleng.tpi hnya 1 kaleng yg tdk bonyok.pdhal sy sdh tulis catatan(sia sia)bonyoknya 5 tdk tanggung2.kalo bgini sy mendingan beli di toko sebelah;harga lbih murah&amp;tdk ada yg bonyok.jdi kapok sy krg thu bonyok dari official/expedisi.tq,saya sudah tidak sabar untuk beri ulas saya beli kaleng tapi hanya kaleng yang tidak ayah ibu padahal saya sudah tulis catat sia sia bonyok tidak tanggung jika begini saya mending beli di toko belah harga lebih murah amp tidak ada yang ayah ibu jadi kapok saya krg tuh ayah ibu dari official expedisi thank you,0
Pengiriman cukup lama; 7 hari baru sampai sejak tanggal pemesanan. Tapi sebagai kompensasi diberikan bonus 1 kaleng.,kirim cukup lama hari baru sampai sejak tanggal mesan tapi bagai kompensasi beri bonus kaleng,0
tutup parfumnya nga ada pas di buka kardusnya,tutup parfum enggak ada pas di buka kardus,0
Saya pesan 3 tp ada yg pecah 1 smpe paket gag berbentuk krn lengket lepek gag beraturan; dan bubble wrap tdk full hanya ditaruh di 1 sisi; makanya paket bisa ada yg bocor untungnya pas saya komplain diganti sm asuransi 1 produk tsb,saya pesan tapi ada yang pecah sampai paket tidak bentuk karena lengket lepek tidak atur dan bubble wrap tidak full hanya taruh di sisi makanya paket bisa ada yang bocor untung pas saya komplain ganti sama asuransi produk sebut,0
Packaging di kasih buble wrap cuma masih aja penyok... dari 4 yang dibeli; semuanya penyok2,packaging di kasih buble wrap cuma masih saja penyok dari yang beli semua penyok,0
Pengirimannya sangat lama; kecewa sekali dan ada satu barang yg di pesan tdk dtg krn menurut Unilever produksinya blm ada,kirim sangat lama kecewa sekali dan ada satu barang yang di pesan tidak datang karena turut unilever produksi belum ada,0
koq barangnya yang sampe cuma 1 x 300 ml. padahal kan twin pack,kok barang yang sampai cuma kali ml padahal kan twin pack,0
Ada yang tau yang asli yang mana? Tulis komentar di bawah,ada yang tahu yang asli yang mana tulis komentar di bawah,0
Wipol ada yg pecah; bungkus nya tdk rapih. menurut kurirnya sdh dari sana nya.,wipol ada yang pecah bungkus nya tidak rapi turut kurir sudah dari sana nya,0
sesuai dengan deskripsi,sesuai dengan deskripsi,0
Ternyata di swalayan lebih murah,nyata di swalayan lebih murah,0
barang pada penyok ;tdk sesuai pesanan pesan 2 paket(20 botol) ;datang 1 paket(10 =2 baik;8 penyok),barang pada penyok tidak sesuai pesan pesan paket botol datang paket baik penyok,0
Dusnya tipis; packing tidak aman karena selotip sudah mau lepas/jebol. ada Bubble wrap tp kecil bgt entah utk apa; krn pas saya Terima itu bubble tdk dipakai utk membungkus Milo granola; buble wrap cuman nyempil di dlm dus saja. Jumlah produk dan berat sesuai. Hanya kecewa dgn packing yg parah sekelas official store Nestle Indonesia,dus tipis packing tidak aman karena selotip sudah mau lepas jebol ada bubble wrap tapi kecil banget tidak tahu untuk apa karena pas saya terima itu bubble tidak pakai untuk bungkus milo granola buble wrap hanya nyempil di dalam dus saja jumlah produk dan berat sesuai hanya kecewa dengan packing yang parah kelas official store nestle indonesia,0
lamaaaaaa banget datangnya; mgkn kendala kurir juga. tapi kalo rasa kopinya biasa aja.. hehe yg latte mirip nescafe latte yg biasa malah lebih enak yg biasa; yg capucino kayak americano kemanisan; hanya caramel macchiato harapanku.. belom dicoba,lama banget datang mungkin kendala kurir juga tapi jika rasa kopi biasa saja he yang latte mirip nescafe latte yang biasa bahkan lebih enak yang biasa yang capucino seperti americano manis hanya caramel macchiato harap belum coba,0
barang oke tp pengiriman lambat euy,barang oke tapi kirim lambat euy,0
Pesan White Beauty; yang datang Bright Beauty Pengiriman perlu ditingkatkan,pesan white beauty yang datang bright beauty kirim perlu tingkat,0
beli 10; penyok 6 kaleng,beli penyok kaleng,0
Produk ok tp saya trimanya lama bgt; walaupun kyknya problem di kurirnya.. ,produk ok tapi saya trimanya lama banget walaupun kayak masalah di kurir,0
kemasan sabun kotor,kemas sabun kotor,0
Pengemasan nya kurang aman; tidak ada peringatan tulisan &#34;jangan dibanting atau lainnya&#34;. Menyebabkan tutup botol pecah saat proses pengiriman. ,emas nya kurang aman tidak ada ingat tulis jangan banting atau lain sebab tutup botol pecah saat proses kirim,0
SAYA SERING BELI DISINI....KALI INI KETERLALUAN PENJUAL. Saya beli yg harga ini 31.800 woiiiii dikirim yg murah 17.400 kembalikan dana saya. BENAR BENAR BUAT KECEWA.,saya sering beli sini kali ini terlalu jual saya beli yang harga ini woi kirim yang murah kembali dana saya benar benar buat kecewa,0
Pastikan video unboxing; walau value kecil. pesan 2; yg 1 gak dikirim,pasti video unboxing walau value kecil pesan yang enggak kirim,0
Barang tidak dikirim; krn stok habis,barang tidak kirim karena stok habis,0
barangny byak yg penyok,barangny banyak yang penyok,0
Pengiriman lama banget....1 minggu. Kedepannya bisa dipercepat ya,kirim lama banget minggu depan bisa cepat iya,0
Pas terima kardus dalam keadaan bonyok tapi gk basah; mungkin krn gak padat (kopong) jadi ketekan2 bikin kardus bonyok dan diterima dalam keadaan terbalik; jadi posisi barang dalam keadaan terbalik. Sewaktu dibuka dari bubble dan disusun berdiri satu2; ternyata gak lama rembes ke kardus; entah pouch mana aja yg bocor; cuma sempet cek 3 pouch ketemu lobang kecil. Karena keburu becek dan mulai luber kemana2; lebih sibuk bersiin daripada ambil foto karena sayang jg daripada mubazirnya lebih banyak. Pas komplain; dr seller langsung menolak komplain dan lempar jadi kesalahan pihak logistik tanpa konfirmasi ke customer kalo kurang jelas. Cape; males lanjut komplen lama2; Bintang 1 aja. Thanks.,pas terima kardus dalam ada ayah ibu tapi gak basah mungkin karena enggak padat kopong jadi tekan buat kardus ayah ibu dan terima dalam ada balik jadi posisi barang dalam ada balik waktu buka dari bubble dan susun diri satu nyata enggak lama rembes ke kardus tidak tahu pouch mana saja yang bocor cuma sempat cek pouch ketemu lobang kecil karena lanjur becek dan mulai langsung umum bebas dan rahasia mana lebih sibuk bersiin daripada ambil foto karena sayang juga daripada mubazir lebih banyak pas komplain dari seller langsung tolak komplain dan lempar jadi salah pihak logistik tanpa konfirmasi ke customer jika kurang jelas lelah malas lanjut komplen lama bintang saja terima kasih,0
Pengemasan agak berantakan; karena kardus kegedean; sehingga kotak datang keadaan penyet sebelah; mungkin di perbaiki ke depannya; kondisi isi barang untung bagus ,emas agak beranta karena kardus gede sehingga kotak datang ada penyet belah mungkin di baik ke depan kondisi isi barang untung bagus,0
Pengiriman ke Bekasi sangat lama ,kirim ke bekas sangat lama,0
pesanan tidak diterima,pesan tidak terima,0
pengiriman lama;respon penjual lama;paket sesuai....semoga tokonya bisa di tingkat lagu dalam pengiriman dan respon,kirim lama respon jual lama paket sesuai moga toko bisa di tingkat lagu dalam kirim dan respon,0
Produk sih lumayan enak wanginya; tapi saya kecewa dengan pelayanan ekspedisi lama banget. Pesan pakai 2 akun di waktu yang sama tapi barang sampainya berbeda. Terus proses pengiriman ke kurir juga terlalu lama.,produk sih lumayan enak wangi tapi saya kecewa dengan layan ekspedisi lama banget pesan pakai akun di waktu yang sama tapi barang sampai beda terus proses kirim ke kurir juga terlalu lama,0
TOLONG REFUND UANG KAMI;  SUDAH KAMI KLIK SETUJU MALAH SELANJUTNYA SELESAI; then KAMI HARUS REVIEW????,tolong refund uang kami sudah kami klik tuju bahkan lanjut selesai then kami harus review,0
1minggu barang baru dikirim;ckckck,minggu barang baru kirim ckckck,0
barangnya sampai dgn sempurna tp deadline banget 3x24 jam 🥲,barang sampai dengan sempurna tapi deadline banget kali jam,0
Dari 6 kaleng; 3 kaleng penyok parah...3 lagi penyok dikit...payah...,dari kaleng kaleng penyok parah lagi penyok dikit payah,0
PRODUK INOVATIF; SAYANG PENJUALNYA SANGAT PRIMITIF; LAYANAN SEPERTI NUNGGU IBU2 NGERUJAK DAN NGULITIN AYAM... LAYANAN JUGA TIDAK CERMAT... BELAJAR LAGI.,produk inovatif sayang jual sangat primitif layan seperti tunggu ibu ngerujak dan ngulitin ayam layan juga tidak cermat ajar lagi,0
pengemasannya per item perlu d tingkatkan.. ,emas per hitam perlu di tingkat,0
lama bingit ngirimnya yawla,lama banget ngirimnya yawla,0
Cashback dibatalkan sepihak oleh toped ,cashback batal pihak oleh toped,0
Barang di terima dgn keadaan baik; sayang respon penjualnya kurang bagus dan pengiriman nya lamaaaaa....krn banyak pembeli nya kali yaa...but anyway thank you akhirnya barangnya sampe jg,barang di terima dengan ada baik sayang respon jual kurang bagus dan kirim nya lama karena banyak beli nya kali ya but anyway thank you akhir barang sampai juga,0
Barang hanya dikirim 1 padahal tulisan isi 3. Saya ga bisa komplain karena ART di rumah tidak videokan. Mohon lebih teliti lain kali saat packing pesanan. Kurir toko (Wahana) sampainya pun lama sekali 5 hari.,barang hanya kirim padahal tulis isi saya tidak bisa komplain karena art di rumah tidak video mohon lebih teliti lain kali saat packing pesan kurir toko wahana sampai pun lama sekali hari,0
Packingnya parah nih. Masa dipaksain dusnya; jadi kardusnya penyok2 begini. kalau isinya pada hancur gimana?saya ngga tau isinya pecah2 atau ngga krn saya msh ada stok koko krunch yg sudah dibuka. tapi kalau sampai ini pecah2 isinya saya kecewa sekali; karena ini bukan kesalahan di kurir. Kelihatan sekali ini kesalahan dari yg packing; dusnya dipaksakan jd 1 kotak benyek2.,packingnya parah ini masa dipaksain dus jadi kardus penyok begini kalau isi pada hancur bagaimana saya tidak tahu isi pecah atau tidak karena saya masih ada stok koko krunch yang sudah buka tapi kalau sampai ini pecah isi saya kecewa sekali karena ini bukan salah di kurir lihat sekali ini salah dari yang packing dus paksa jadi kotak benyek,0
kenapa gaada,kenapa tidak ada,0
BARANG TIDAK SAMPAI KARENA BROKEN!!!! PROSES LAMAAA!!!! DARI TANGGAL 10 APRIL BELI; BROKEN TGL 18 APR. SAMPAI TGL 24 APRIL HARI INI MASIH BELUM ADA PRODUK DATANG DAN UANG BELUM KEMBALI. BURUK SEKALI PELAYANANNYA!!!! ,barang tidak sampai karena broken proses lama dari tanggal april beli broken tanggal apr sampai tanggal april hari ini masih belum ada produk datang dan uang belum kembali buruk sekali layan,0
